GeneSymbol	t0.5h	t1h	t2h	t4h	t8h	t48h
Ctla2a	1.5890615503861	2.99562123606348	3.9428527540215	4.13101161784361	3.81960583835034	2.76008983781689
Jun	1.08095489798629	1.36171823079554	1.5574918199523	1.74331213982103	0.841931039855245	0.163344460725977
Dnajb4	1.0674819771821	1.66853003066134	1.55639137947408	1.38489323600796	1.34637367445253	0.614808621848914
Gm25897	1.20894540086571	1.53080379380547	-0.104982773578317	-0.443631408516785	-0.508812717207013	-0.550315173776545
Rhob	1.08062735467008	2.11098483691405	2.74892169686346	2.86737203003987	2.28732855279249	1.62880424208915
Cebpb	1.54416540981067	2.53702154824449	2.78959298849826	2.33614846390053	2.01578041376405	1.98265735057142
Myc	1.54256670874437	2.9335718748695	3.31745402646951	3.18630395436304	3.08007785308794	2.98048634974555
Mir143	1.17774212880234	0.0805252902570874	0.253343667538815	0.317785818168824	0.0719068624896924	-0.0729031953701949
Arrdc3	1.20007673644364	2.15539762831215	2.15700037019216	1.55576468489916	0.352831949827785	0.39304788107753
Id2	1.06383539417248	1.43409025879743	1.0936061088804	0.855572996770379	0.725376597719128	-1.96911706344083
Hist1h1d	1.1573167176167	1.07733204790485	0.66808803277046	-0.438909735683658	-0.539586461618427	0.723289348341813
Cited2	0.908475886291951	1.01478969609176	-0.521493552770695	-1.03972448284543	-0.703813878751209	-0.0387661105583081
0610040B10Rik	-1.02848554922538	-1.09296052665315	-1.01371233839546	-0.940818046272843	-0.626478485756742	-0.547915060084524
Sgk1	1.05401765852391	1.54328010135735	1.09436488623679	0.414062153758007	0.180753643670279	-0.330019854350011
Nfkbia	1.12443045779458	1.8034255543298	1.78621594404146	1.68147424904587	0.897632067471982	0.782618849803542
Ctgf	1.34493795579627	1.84641774456882	1.41211609643134	0.294085308059874	0.247918434732922	-0.497469927247938
Phtf1os	-1.37989792996163	-0.867426076460206	-0.57595489322687	-0.504494583323758	-0.552238083557644	-0.502061521326833
Csrnp1	1.59509731637535	3.57121780446585	2.78293295220331	1.96358784378519	1.42363425563194	0.107129048882431
5430411C19Rik	-1.18918963334853	-0.857688407074716	0.192516911491989	0.47327968436344	-0.0323987380636641	-0.554667014699739
Mt2	1.46986934127644	2.26499707216857	2.4530951149678	2.53722305196727	2.44653780120999	2.10081978972264
Egr3	0.877859765565011	1.58796110999282	0.814375710191857	0.358293192106508	0.147356816507237	0.0787196018093077
Ccl2	1.03882909352311	1.37717741161515	1.13363462297867	0.789142029541411	-0.740714667009854	-2.19861428146935
Sdc4	1.1222920363899	1.67545944045258	2.02332564588254	2.01787166817187	1.86691098793971	0.769075408088145
Tiparp	0.915722527906803	2.22986891756865	2.13955604523746	2.02280408031458	1.32849462694472	0.344341288771453
Gm10776	-1.05174591263944	-0.940068135648734	-0.753919511703563	-0.472170198251761	-0.144897219221969	-0.34021395621831
Mir301	-1.28577208586137	-1.35924352785677	-1.28879348668256	-1.04947607588714	-0.802233945988744	-1.12605277964667
Sik1	0.91735950130712	1.58823982926822	1.51204100862506	1.28284700429743	0.875007509607043	0.370200016480519
Snora70	1.10013723578589	0.485743343405664	0.809488831853784	0.964761920225536	0.934430426072517	0.435969069833533
Mir199a-1	-1.20416168715021	-1.06414770033559	-1.18216788678701	-1.20040979435651	-1.29673406083141	-1.69768500122083
Gm10766	-0.867939839419911	-0.8372348109943	-0.433838033621095	-0.196162520005213	0.0477560515357727	0.111493126477308
4930518I15Rik	-1.19114309045957	-1.90305309466665	-1.47120789548782	-0.923305533327901	-0.695534863935135	-0.474507074706301
Ddit4	0.924101605033275	1.89322991211839	2.38163031668395	2.05440628752782	1.52386305595346	1.93281254397591
Nr4a3	1.60017112252589	4.83277507856265	5.41922819922812	3.37518559641111	1.45089349450978	0.770480985722062
Klf4	0.786945111136871	1.60042708227354	1.2334947341172	0.247394107873832	-0.126852020873983	-0.637113139213636
4930579K19Rik	-1.17615538157574	-0.966154513227894	-0.672457985977953	-0.576369596386236	-0.785540220352015	-0.621582677482364
Id1	1.09636954234116	1.75139969171594	1.7299559183703	1.54896396568513	1.18244190069707	0.408219662584935
Gm9900	-1.07675720406777	-0.553383003242504	-0.268872081988127	-0.342285265717181	-0.578812590154976	-0.470818547204161
Gm10374	-1.03540166890494	-0.915611350456087	-0.715010725245023	-0.429926881573587	-0.396826813070708	-0.354480462076287
Gm9958	-1.23987836297229	-1.05825139782817	-1.04137649437855	-0.923253191158938	-0.646031969682625	-0.0448307832032686
E230001N04Rik	1.01170842305568	0.626276730594364	0.579769321227038	0.538111829872875	0.479121158163597	0.681959156956466
Mir450b	-0.782828338085118	-0.725206748701293	-0.610445591060259	-0.399874853139423	-0.546382760343	-0.582109165071699
Edn1	0.815820972883248	0.915256818033619	1.57665201182941	1.5485271415028	-0.0712543023355341	-0.875218632023627
Snord61	-0.82375957701867	-0.400720794942081	0.355338115560101	0.442569204017862	0.204853019809865	0.00643684743839312
Trib1	0.939613522957556	2.04286431788597	2.35692620921068	2.06993514599614	1.45347190490988	1.19732847953674
Fdx1	0.762465371815324	1.03068901452089	1.09980750299403	0.839531182415364	0.758741713095731	0.574245665829391
Ereg	1.03224490615103	2.213239335799	3.48457565403419	3.07188596022289	2.48960542565495	-0.50970858034663
Emd	0.685869622643832	1.13271324703749	1.29429158749588	1.12832978558544	0.347101729237263	0.0471917838820062
Irs2	1.18265009125583	2.28478864548226	2.44325117561074	2.12232617043576	1.72628514204244	1.79261563033173
Snora31	1.12512725770963	1.15670496637105	1.25634378292126	1.30015172270422	1.37716971498188	0.968753879854018
4632427E13Rik	-0.819032311861347	-0.91400971570781	-0.336828297416723	-0.360064687000015	-0.330627023502213	-0.421805042630627
LOC102633765	-0.776985082872366	-0.819400145111082	-0.503132774238935	-0.27371449693293	-0.229303982741023	-0.305882975656003
Pde4d	0.720823205534629	0.77949773180076	1.59986084392958	1.54121424840446	1.28990933376048	0.512636704827003
Mcl1	0.728393209696742	1.00858052342567	1.30263428873992	1.2405105787822	1.39002032122402	0.344942809395377
B330016D10Rik	-0.723084671572618	-0.624174650857639	-0.670816705136159	-0.786983717860097	-0.76413286984315	-0.298876039896725
Mir1839	-0.764364955319902	-0.74724237178981	-0.56101790425892	-0.335344016684598	-0.371595410928618	-0.449272342876299
D230041D01Rik	-0.684011894601785	-0.616734236155771	-0.414857566588903	-0.62859059467652	-0.499780353138842	-0.532025072804281
Gm10796	-0.977518593351558	-0.405515458773161	0.0946850588100858	0.485672517721484	0.803458933845267	0.198982998098767
Klf6	0.661991857700372	0.942976525769092	-0.402468980069001	-1.26967188009826	-1.87863120452271	-1.34185396320149
Hist1h1c	0.743704873561368	0.828244287340643	0.715120602922747	0.0479834661292813	-1.35242599282101	0.458869348516252
Nr4a2	1.01972545590826	3.07573895396748	2.6634667404329	1.40059491857036	0.888712499109589	-0.245776783928447
Dnajb1	0.742935305662986	1.46068880185653	0.916443158355813	0.728164425610926	0.530455600258982	0.149143100631502
Orm3	0.870272746570889	2.12905834827108	2.5226378263495	1.83363610001589	1.65394912974921	2.83620572863942
Spry4	0.931402114494817	2.01049301195569	1.95627112935268	1.83132468761417	0.915630146130676	2.16782053508672
Pim1	0.769533053342409	2.20121400737797	2.12141178073461	1.4414864659922	0.552636297338941	0.410833574124565
A730061H03Rik	-1.05121952384618	-1.06335822064798	-0.780988233967626	-0.687136079437889	-0.583055520908773	-0.321441983813951
Ccnl1	0.598631083948652	1.52172775181243	1.62917599496942	1.12111059304069	0.460282140323372	0.237752309927091
BC031361	-0.90549102565326	-0.937874327999998	-0.986322529424108	-0.922042458973747	-0.665520380540268	-0.474709087611725
Gm26130	-0.7502865703665	-0.215339577582753	0.477130586031833	0.628784826590721	0.725023540411329	0.584432837328217
Gm25789	-0.855024620152308	-0.144872273391427	0.7935924998148	1.4656240153432	1.36213543238881	0.735326126060153
Gm26446	-0.730844930973585	-0.918868363855768	-0.309650147192047	-0.312556985867293	-0.385735696681285	-0.604534624182122
Gm4899	1.03954832108504	2.70636416372608	2.38539470687611	1.05311909715063	0.680237287616622	0.474148730605333
Gem	0.8194869891087	1.57950315969095	1.71664805845119	0.718449209589259	0.059939386760389	0.91628599397718
Gm10551	-0.607208245634861	-0.0356339309882898	0.0134466728380902	0.0198112926597958	-0.205623167681845	-0.368283667090009
Gm10589	-0.726788984476553	-0.936095266962686	-0.272546516103041	0.11506829579068	0.572004260716636	0.87369357038429
Mir152	-0.730532082656123	-0.46731155910785	-0.466694266203454	0.185359386567267	-0.379998256761553	-0.42667590220268
Irf2bp2	0.560693526804464	0.960454461243632	0.954888255568886	0.818943868984784	0.367617726137144	0.678852572818261
Lcat	-0.605375476074338	-0.861850426807745	-0.76401956858216	-0.303054046738838	-0.283292013449705	-0.75139839165278
Eid3	0.610593453869354	0.559121205220032	0.617896518833109	0.514800683215492	0.602058388906888	-0.0531613786294045
Spaca6	-0.734294587765651	-1.08360769815254	-1.08680090834231	-1.12316248442657	-0.83279889725547	-1.25488591605983
Hbegf	0.845956332210068	2.23831014886664	2.21571801521251	1.32355901790852	0.708849764996767	-0.108795198096525
Gm15612	-0.599127088898946	-0.614522193552915	-0.794230281641443	-0.728413764682624	-0.487094942104354	-0.249634037305245
Arl4c	0.856798472667452	1.86821893186485	2.45267771989021	2.06673418511456	1.45536345588322	0.267413339073048
Gm10447	-0.699509946408624	-0.599323293213952	-0.624158834140285	-0.598773898655107	-0.573193666148247	-0.650947546968445
Coq10b	0.958836830116496	2.6802473500498	2.57866357520248	1.17552855118978	0.846661817013144	0.356890705451752
Mir148a	-0.690852664691862	-0.572089094585333	-0.586204565716684	-0.432882513566501	-0.620188559317286	-0.434204872280413
Rnf19b	0.691465377413839	1.84479812517993	2.65668406643674	2.34855430531392	1.14602683707011	0.918393776900111
Samd9l	-0.562509463594925	-0.622239625804784	-1.42266061234987	-2.25554350018802	-2.83575320755846	-2.22376051745635
Ctla2b	0.796103262510536	1.74097489675424	2.50377913276311	2.60076242999076	2.35982980726653	1.37126947543129
Glul	0.615842079934017	1.73090507157564	2.69269371949005	3.25208444632368	3.24201571102073	3.16936229561712
Tmem208	-0.648687047673198	-0.793038798038339	-0.470569008299965	0.00160676982418728	0.182682264686017	0.118115590786539
Fosl2	0.735093975344242	1.93496326296094	1.93252527750884	1.08043692468656	0.786998123276371	0.0642292015884749
2900052L18Rik	-0.53072141798493	-0.673989218675981	-0.859132147823439	-0.578969958154321	-0.286488586887424	0.104405700124142
Snord42a	-0.714586009116293	0.210620002964343	0.514148301305887	0.752535679045017	0.73339987043961	0.821989588032658
Slc25a25	1.04690037413934	1.9577175011941	3.14648422708226	2.62350256125014	1.39837519495319	1.67955982961728
Gm24045	-0.638406302147967	-0.419144167456363	-0.260177976299031	-0.0637601336406686	-0.0402930386971665	-0.0800610612130335
Gm26734	-0.685455292772345	-0.344838413802879	-0.241241958178716	0.0893270944869311	-0.0297456244856944	0.119095203499894
Gm23864	-0.597587668983132	0.323043372403427	0.118361838252039	-0.396414364553594	-0.442508536105453	-0.954421664046047
Clec2d	0.591017036703754	0.526958538802026	0.397442999166941	0.400510927163486	0.0676585403987744	-0.136498885276868
Foxs1	0.63960875258746	0.760432885647942	0.400863804038998	0.28809692417725	0.11652589574879	0.335807842952144
Tmem258	-0.571425669001519	-0.408681681211188	-0.198476363577852	-0.0988286245465009	-0.212518180123926	-0.138856188015776
Gm24041	0.932814430719581	1.17672951959386	0.559649560307503	0.0236595781909399	-0.236026544489427	-0.346756078156619
Rgs16	0.499956581418846	0.140096513603215	-0.578932804145909	-0.732843930041968	-1.51999631751714	-2.08078242019357
F630048H11Rik	-0.631673350637366	-0.0262662992701124	0.382193756544775	-0.0297411967749639	-0.250398139855598	-0.506462691258636
Snord7	-0.62461852521129	-0.376289356008326	0.187173423837813	0.44588922374092	0.527646100299922	0.315080422662643
Gdap10	0.768043202509565	1.77669613696813	1.65485861735665	1.08760448341566	0.977710228482821	0.634921684341771
Plk2	0.507986258102425	0.480958102267914	0.730286605648791	0.410754571888893	0.100339728066418	-1.54362388622784
A430107J10Rik	-0.632241761789327	-0.625838575456559	-0.615916583681723	-0.675419548149933	-0.426757018467928	-0.47400886111697
Dact1	0.522573924836642	1.62103052403238	1.86198554662132	1.19262008774152	0.727221771557929	-0.942679296966094
Ifrd1	0.529043900903634	1.50407500741297	1.55919518364363	1.75386451442506	1.91965486252971	1.34629890588469
9330160F10Rik	-0.601000765203992	-0.61706409161821	-0.374658512037758	-0.445075765743226	-0.0522368827341513	-0.176722954622896
4632404H12Rik	-0.586616772760152	-0.719955837034121	-0.590475705161738	-0.401283707747643	0.13461995304311	0.164201282412447
D730003I15Rik	-0.779161536422171	-0.652241924190425	-0.559413912142974	-0.811749478453427	-1.13515920092708	-0.652432518870163
Mir10b	-0.650649427969143	-0.794206366140296	-0.916045295210561	-0.732749341424919	-0.621219916219017	-0.395258813612979
Gm22054	-0.833637837880629	-0.808366443224991	-0.210754392552968	0.0154603940034121	-0.348672098476438	-0.263503372106533
2700046G09Rik	-0.495172169954246	-0.653836739675343	-0.608112919412685	-0.531185977430559	-0.620973437657955	-0.186378417133387
2310040G07Rik	-0.553474672543777	-0.822439052196572	-1.00092897059699	-0.885245246558371	-0.698499258850246	-0.935181560521232
A130006I12Rik	-0.517876204399039	-0.580303156781965	-0.545147584969955	-0.569233935203378	-0.644759626118476	-0.457296739071773
Gm24029	0.498354759264807	0.403843589009828	1.10879400145379	1.05868343254047	0.935992371692945	0.579294467172549
Rnf7	-0.588613199863628	-0.398173141814846	-0.123934163754521	-0.0873943595631363	0.191193688134966	0.131949671279664
4833427G06Rik	-0.629732335575413	-0.556543936984177	-1.06876304551553	-1.2127540742038	-1.14673904926393	-1.4159843080611
D730005E14Rik	-0.443417492247817	-0.457254296682775	-0.437751926344048	-0.335560823099479	-0.309760708363794	-0.427903910441954
B130024G19Rik	-0.532209063996342	-1.29725613721379	-1.60719475860895	-1.38332399213363	-0.938826366123445	-0.984682346821987
Zkscan4	-0.477716949286651	-0.493489644305723	-0.355481996231279	-0.263731938648895	-0.181422411010765	-0.310888474675886
3110021A11Rik	-0.72371177309414	-0.501172683039767	-0.357303499952264	-0.292123247371245	-0.0777099765348446	-0.0372418695490531
1700080G18Rik	-0.453816435014071	-0.278415376086416	-0.161191240943932	-0.204189907935286	-0.096867974219295	0.302339379154555
Mir6516	-0.596577630130561	-0.0240709255901095	0.463140888733218	0.733567498036916	0.921655452722348	0.692022640544852
Gm10472	-0.563276077346729	-0.437578561837511	-0.269225223378657	0.0783301727055452	0.0693481778422704	-0.0361525283698878
4930519P11Rik	-0.503972024896679	-0.38316916919417	-0.532782684355848	-0.563469874349542	-0.587449209294433	-0.192705688065325
Tsc22d3	0.487681239250389	1.00091833658734	1.29646617361724	1.68659684437202	1.99331330526869	1.34329495482946
Adrb2	0.499364056403635	0.817800028797068	0.634755561190596	0.302071500798307	0.212312853235428	1.18079939242803
Gm10615	-0.480374154196189	-0.3419971338573	0.146015900914112	0.322460853303449	0.343625147027743	0.325792797328249
AA474408	-0.614508209088559	-0.749958034558091	-0.607978121522496	-0.733280622736139	-0.588015207334161	-0.415049918513011
Acrbp	-0.586328944161146	-0.989304022569724	-1.12086555398024	-0.832525967570955	-0.827687012546818	-0.453999382772567
Apbb3	0.47674403858354	0.993986249394107	2.01116295134591	1.97401171370569	0.907366616858175	0.6150076836142
Atf3	0.623141168128457	1.60542434943868	1.3841991091408	0.764789328047215	0.00230643846027334	-0.122785915413475
Rnu3b4	0.535469680426562	0.297602640161248	0.422721904427759	0.809064225509971	1.28280220885179	0.438041163901682
Thbd	0.552500966773213	1.09111449137184	1.51133305699913	1.57973425240784	0.921152337154018	-1.21015906936608
Gnrh1	-0.496605281347462	-0.738828937911483	-0.587426326801802	-0.132610615142736	0.157338889792833	0.0155293122334044
Snora3	0.644249410708053	0.542640109674728	0.994886194707258	1.12508197220995	1.16714951133416	0.80870612055894
Pdk4	0.491895929833623	1.29664395128801	1.51169907120308	0.0322148749772211	-0.708405990174116	0.0895467439440161
Gm5785	-0.449879759305271	-0.364828652495179	-0.293660046766821	-0.208631104249577	-0.539858366748736	-0.383333045609701
Lcmt2	-0.436663058932671	-0.688131141780813	-0.224798712984207	0.221985071260979	0.463661206582916	0.340028917754625
D930027P08Rik	-0.581679432983958	-0.588438130613985	-0.774912718321263	-0.642471845397721	-0.279529972103237	-0.808017073288335
Zfp748	-0.478875349580622	-1.07999052483512	-0.401542373234037	-0.107454947008106	-0.0672147211923111	-0.23374565685725
Snora65	0.526810504484665	1.15066750759404	1.81589239957403	1.90825868085389	1.75529752838935	1.20878674427013
Wdr5b	-0.456083415714701	-0.905827832433039	-1.09443411590994	-1.01261375873244	-0.653122359248164	-0.335846916239998
Pfkfb3	0.5178204076102	2.75943569996288	3.65011774647679	2.60273542490479	1.0850950744467	1.51092250198345
5830472F04Rik	-0.594121118245065	-0.678837327397077	0.146899261269977	0.846076438524201	0.628766821720272	0.301516633839713
Maff	0.714920004789638	2.22605915249187	3.11999806518302	2.70387522500029	1.06989893406432	-0.116699136575047
Gm21769	-0.489925661367508	-0.103976575286763	0.058688393579347	0.0315660476912178	-0.0415464693010126	-0.439155653139947
AI462493	-0.449630698727468	-0.603801621490174	-0.557096286274158	-0.489811453450615	-0.21781772199224	-0.131824815832045
Mir27a	0.679149457690519	0.845820438201033	0.448212143364099	0.358255281011434	0.335897482069242	-0.488251202776842
Adamts1	0.416143258823027	0.638529321372133	0.527466208924599	-0.0657525207657184	-0.269813843367601	-0.0793876437895928
Map3k6	0.691484454226456	1.40961569850076	2.28524054749023	2.44641553532554	1.9110768876843	1.25309712496184
Dlx2	0.568980359229368	1.6438084781186	2.26833053803002	1.2969794126347	1.57018828985682	-0.421185218724691
Clec2j	0.41266998814811	0.344782556587893	0.331792905017418	0.246330432482778	0.0230357603933973	0.0145241750347687
Gm15776	-0.883494427858247	-0.0908406283766627	0.147568503870733	0.161069461110063	-0.293041530607152	-0.348010774546976
Il1rl1	0.645992035500417	1.57299363069816	2.84894152607079	3.53193969404005	3.18659849295221	-0.42236162875031
D330050I16Rik	-0.626383511891646	-0.547250763682309	-0.479096617221693	-0.0623568230424585	0.453806530217101	0.432735056521636
Ugdh	0.44247056806732	1.17466184321178	1.5753409816043	1.63490230627077	1.41053619418561	-0.358730436943926
1700055D18Rik	-0.710410453535896	-0.62689381414787	-0.668773564827975	-0.526933147167884	-0.27917052213138	-0.212034652768202
Adam1a	-0.433577734194625	-0.543580293755604	-0.428893850917063	-0.186259554382036	-0.0457758162051798	-0.593687795116348
1110038B12Rik	-0.52829390473439	-0.0296524544519325	0.925954244585741	1.2737389347127	1.6022557338938	1.21228538908017
Hes1	0.456322635367318	0.621697033078053	0.271510939959155	0.36802898822555	-0.176057748802412	-0.26376498579222
Rnd3	0.433669188918719	0.711607133695269	0.345339384323907	-0.264945986129584	-0.141921060706693	-1.39984732979916
Mterfd3	-0.499056132267516	-0.671118472355768	-1.17479719618079	-0.951125937401293	-1.06294902947512	-0.417095985346858
Gm23421	-0.468215219737544	-0.212309563702658	-0.182685571866942	-0.237114372179848	-0.332436307330402	-0.453164276697872
Deb1	0.508286146841982	0.969296600273738	0.937003340879796	0.553926301058112	0.559890462422821	0.526047160062546
Bcl10	0.460224880847383	1.20000166598259	0.970362886163112	0.488052360808634	-0.227153114870417	-0.325360301477156
Gm10271	-0.686279823400956	-0.942545816960261	-1.15439796286223	-1.05171888111638	-1.06973164377255	-1.16377136922546
Snora2b	-0.467023382253389	-0.208044275599586	0.0684003803432827	0.440498083261823	0.502099967463939	0.0298351532208976
Zfp952	-0.402976906616836	-0.952917677276483	-0.419116822651411	0.110756422167853	-0.0424319620320635	0.123582227283578
Magef1	-0.380200980529519	-0.49293658971556	-0.759077649526731	-0.751741672166652	-0.684318706030213	-0.355254994773912
Bbs10	-0.475966613634174	-0.798177757484073	-1.09851962748961	-0.868155973455895	-0.589199075032825	-0.198950087622395
A430110L20Rik	-0.448173652322194	-0.515369175746506	-0.335825009139375	-0.104582332119152	-0.119107849318329	-0.0319067255471994
1810032O08Rik	-0.594051402877932	-0.0215625543731015	0.850357610248823	1.12535524875757	1.0916711068058	0.893790246319188
Snord35b	-0.430437277683716	-0.0318306265930524	0.442038531963574	0.481599401425633	0.37660806810697	0.490301413051281
Zfp870	-0.389247160820767	-1.10473680431883	-0.748785032648742	-0.266426358945292	-0.0984627933415805	-0.27428118015572
Zfand5	0.379528536218471	1.0445681946636	1.05640956481773	0.641839088776734	0.282486610115129	0.216343439144188
Cml1	-0.477049910346378	-0.51847560006704	-0.849803294930259	-0.899016451734896	-0.766228947253237	-0.21949449392996
4930518F22Rik	-0.453536254463438	-0.518358721731989	-0.392267192241261	-0.463022976281799	-0.642218905971779	-0.289130601170569
Trmt61b	0.463300970383822	1.485656381665	0.968489261254002	0.461693515240257	0.380193458081085	0.456970710098311
Mir505	-0.555879063859011	-0.62349108650114	-0.361400157466464	-0.475970153440644	-0.325512326194298	-0.180352977391557
Gm23540	-0.822712856581538	-0.385114985531137	0.275616940542577	0.412511856908571	0.157295497531535	0.168772681833065
B230325K18Rik	-0.575920716561837	-0.391508972328555	0.219886695072836	0.0908019840637664	0.346306285407946	-0.229979553021709
Hilpda	0.499240736728726	1.57766906155359	1.1754182956784	1.281883824897	0.51478858141121	0.376685542389032
Lrrc29	-0.499747527596259	-0.608586073311768	-0.482859836318273	-0.402135301517799	-0.383994422078102	-0.244687711820603
Snord42b	-0.591630061391802	0.0418434847243372	0.548928730689722	0.664983653995618	0.747214830595274	0.705433450378555
Bcl2l1	0.374112946375705	0.747109410580125	1.36480245352291	1.34138879635234	1.30025099316247	-0.0672797592017123
LOC102642717	-0.526059643039511	-1.0331645701185	-1.21825825362516	-0.858036025172852	-0.862220255077043	-0.637644739601707
8430408G22Rik	0.363124666912507	0.272125560728403	-0.355924831301052	-0.366150243421267	-0.396125661298007	-0.431752152552889
Klf2	0.567406019881995	0.893638535273263	-0.467606162997784	-0.325029379586494	-0.458692826713099	-0.423338725465145
Zfp85	-0.464149068223206	-0.71015801981244	-0.380378485157943	-0.0908242839271844	-0.432808795678912	-0.000782197239433735
Mirlet7e	-0.546427536398722	-0.77314099766898	-0.687513859971078	-0.715721612077589	-0.518757259651547	-0.897123514233369
Gm10748	-0.417997052297437	-0.540621149952701	-0.339496887986582	-0.312630943797997	-0.391057198829803	-0.365812881247908
Gm10560	-0.363124989692828	-0.631967412254896	-0.695444225786433	-0.637597820140456	-0.552320246451387	-0.552689803014625
Rsrp1	-0.485099703641538	-1.0205839438903	-0.482554693390082	-0.10133707436532	-0.10137564522087	-0.334761673576132
D030056L22Rik	-0.381484076564641	-0.445430100406433	-0.548627319151963	0.113536687147663	0.281729344880304	0.263817434332603
Gm9982	-0.413448995071832	-0.636949744454137	-0.617394173548867	-0.589788027013678	0.0114326975440528	0.292609784259064
Ssbp1	-0.369863989738739	-0.424406797434733	-0.499461156217039	-0.464081444153688	0.166364543802104	0.441584178109139
